id,question,bcss_answer,source,
50029,What do you need to do if no results are returned?,Continue to the next step.,Processing Contoso Internet for Business Orders - BCSS.html,
50030,What should be done if an existing customer on any transport requests to change their service and CRM displays a message that the transport is not available?,"Validate the address in CRM to see if the transport is still green. If the address is no longer green, create a National Address Validation (NAV) ticket to have the transport changed in the qualification systems.",Processing Contoso Internet for Business Orders - BCSS.html,
10086,What are the procedures for DIRECTV orders for Business?,"SARAPlus Procedures
1	
Access SARAPlus via direct link.

Your center provides the correct link for SARAPlus access.
Using the incorrect link or credentials can result in inaccurate sales credit assignment.
2	Select the Orders tab from the top left corner of the page.
3	Complete the required customer information fields (shown with a red *) and the text message order confirmation phone number and opt-in selection. Populate your Dealer Code in the Sales Code field. 
4	
Perform a credit check.

Advise the customer that the system must run a credit check to determine if a credit fee will be applied. Let the customer know that information collection will be performed by a Secure Data Collection feature (SARAPlus Secure Data Entry) that will protect the customer's sensitive personal information. 
Obtain customer agreement to receive SMS text and email message. 
Click the ""Send Secure Data collection link"" button.
Customer will receive text and email message to click a link that opens web page for Secure Data Entry. 
Secure Data Entry presents customer with a Personal Information Number (PIN).
Customer provides PIN to agent to confirm receipt. Agent validates by entering PIN in the DIRECTV Credit Check pop up PIN validation screen. 
Validate Secure Data Entry. 
After validation, Secure Data Entry presents customer screen to enter Sensitive Personal Information (SPI) such as Federal Tax ID or SSN.
Once customer completes and submits information, Secure Data Entry executes the credit check. 
Provide the customer with the results of the credit check.
If the credit check results in a required Credit Fee, provide the Credit Fee statement:
Your order includes a $300 fee, which is not a deposit and cannot be used to cover outstanding balances. It will not be refunded if you cancel services. The account must be active and in good standing in order to receive the $5 programming discount until the $300 is paid back to you.
If the customer agrees to the Credit Fee, continue with the Order. 
5	
Select the appropriate programming package.

Click the Programming tab.
Select the radio button for the language preference.
Select the radio button next to the desired Base Package Programming.
To obtain customer agreement, provide the required statement:
Please say yes to confirm that you understand you must fulfill your DIRECTV business service agreement for 24 months or incur an early cancellation fee of $20 per month for each month not completed. Cancellation before activation is entitled to a full refund.
6	
Offer Additional Services and Additional Offers.

Offers for Auto-Bill Pay and Music Choice are auto selected and must be unselected if the customer is not interested in the offer. See

Commercial Basic Plus - BCSS
If	Then
Auto-Bill Pay is added	Advise the customer: Any promotional credits you receive for having Auto-Bill Pay will be discontinued if Auto-Bill Pay is removed. Please contact us if there is a change in the ACH Account or Credit Card information such as bank routing code, credit card number or card expiration date.
Music Choice is added	Advise the customer: Music Choice pays the performing rights to the ASCAP, SESAC, SoundExchange, and BMI for the audio channels in the Music Choice music service only. This does not eliminate other obligations and performing rights for other music sources used in your place of business, including DIRECTV/Contoso programming services other than the audio.
7	
Offer Seasonal Sports and Sports Programming packages.

Advise the customer: Sports subscriptions including ESPN College Extra, NBA, NHL, MLB, and NFLST automatically renew each year, provided DIRECT/Contoso carries them, unless you call to cancel prior to the start of the season. No refunds will be given after the season starts. Actual number of games varies by market due to blackout rules and other conditions. Products sold during Fire Code Occupancy based on pricing will not be activated until this information is validated, and pricing is subject to change if Fire Code Occupancy is different.
Additional expectations:
Ensure the following is taken care of for a timely activation of your [xxx] subscription.
Obtain a Fire Code Occupancy certificate from the fire marshal, government office, or zoning agency as appropriate for your locale.
Fax or email the certificate.
Email to FCO@directv.com. Include Fire Code Occupancy and the business name in the subject line.
Fax to 800.933.4631. Include a cover sheet with your Fire Code Occupancy.
All submitted documentation is subject to review and approval by DIRECTV/Contoso prior to activation of services. Once approved, your subscription will activate at the rate appropriate to the submitted Fire Code Occupancy certificate within 48 hours.
FCO is not required to activate a new Public Viewing account if customer is not selecting seasonal sports programming. Customers must have their FCO validated for seasonal sports programming.
8	Click on the International tab and offer any additional language specific channels/packages.
9	Click on the Equipment Tab and complete the required fields.
Equipment	
Select the number of TVs receiving DIRECTV service.
Select the free receiver offer when the customer chooses a promotional offer.
Standard offer is 4 free receivers.
When customers are eligible for additional free receivers, SARA Plus automatically displays the eligible amount.
10	
Confirm the Order.

Click Submit to continue.

11	
Review the terms and conditions with the customer and collect payment information.

Payment information covers the charges for the order, such as delivery and handling, additional equipment, or the Credit Fee.
Let the customer know that payment information collection will be performed by a Secure Data Collection feature that will protect the customer's sensitive personal information. The customer may elect either the Credit Card or ACH Payment option. Note: ACH payment option will only show for FFL (Fulfillment) Orders. The customer may also choose to sign up for Auto Bill Pay using this feature. Note: Auto Bill Pay MUST be an on-file Credit Card or ACH account. Billing Address on the order must match the Billing Address of the Credit Card used for ABP. 
In the DIRECTV Payment Information section of the call flow, click on the ""Refresh Secure Data Link.""
Customer will receive text and email message to click a link that opens web page for Credit Card Payment (if Web Page left open it will auto load).
Customer provides the required information and submits to complete. 
Advise the customer: The charge card/checking account information you provided today will be placed on file and kept secure to make payments. This card/account may also be used for any unpaid balances, including early cancellation fees if your DIRECTV/Contoso service is discontinued.
12	
Schedule the installation.

Prior to selecting an installation date, advise the customer:

Satellite dish is required for this service.
Electrical power must be on at locations and TVs set up.
Onsite contact must be18 years or older and available for day of installation.
Landlord permission form must be completed and submitted before installation of satellite dish.
Refer to DIRECTV FOR BUSINESS Standard Installation - BCSS for general installation details.

If the above items are not completed service may not be installed on the original negotiated date.

13	
Set expectations.

Validate service address.
Confirm package and monthly rate.
Number and type of Receivers (HD vs DVR)/cost.
Advise customer an order confirmation email will be sent to the email address provided on the order.
Email summarizes the first months' charges, which does not include any discounts.
Bill cycle date is the date of installation and activation of programming.
A DIRECTV/Contoso representative will contact them within 48 hours of order placement to confirm the order and installation appointment.


Complex Order Procedures
Click the Complex & L&I Referral button. Complex & L&I Button - Screenshot
Submit the order. A confirmation screen displays. Confirmation Screen - Screenshot
The complex order support team contacts the customer and creates a quote within 2 business days.
Reminder:

Complex orders take longer and may range from a few weeks to a few months.",Processing DIRECTV FOR BUSINESS Orders - BCSS.html,
50070,What is a complex order?,"A complex order is an order that requires additional steps or procedures in order to be processed. Examples of complex orders include orders that require installation of multiple receivers, orders with multiple programming packages, orders with special equipment needs, orders with special installation requirements, or orders that require customization or customization of programming packages.",Processing DIRECTV FOR BUSINESS Orders - BCSS.html,
50069,What is the Order Confirmation Screen?,"The Order Confirmation Screen is a page that generates a DIRECTV order number that should be referenced when contacting the Batline for assistance. Changes to seller information, Business Name and Business address on submitted orders are not supported in this order flow.",Processing DIRECTV FOR BUSINESS Orders - BCSS.html,
10396,How to promote Contoso products?,"First review the CPNI indicator, then discover, transition, recommend the product, overcome objection, and close the offer.   ",Promoting Contoso Products - BCSS.html,
50251,What is the CPNI indicator?,The CPNI indicator is a tool used to determine if CPNI consent is required prior to promoting an Contoso product.,Promoting Contoso Products - BCSS.html,
50352,How should you handle PII outside of phone calls?,"Do not print customer information and leave it in your work area, remove and shred any existing PII posted in your work area, do not display any sticky notes in your work area containing PII, ensure regular trash bins not allocated for shredding do not contain any PII, never remove customer PII from company premises, and do not reveal your passwords for any business systems to anyone.",Protect Customer Privacy - BCSS.html,
20106,how to report customer PII or CPNI complaints,"Report Customer PII/CPNI Complaints or a Social Engineering Attempt
1. Determine who is making the complaint of potential account access or release of information:
If the customer is making the complaint, proceed to the next step.
2. Customer complaints: Refer to Fraud and Social Engineering Hub - BCSS if the customer believes an imposter performed any type of fraud, other than social engineering, including:

Subscription fraud: Use of a customer's account/account information to purchase equipment
Payment fraud: Use of a customer's credit card information (payment fraud)
Equipment fraud: An equipment order processed without the customer's consent
Commission fraud
Affiliate sales fraud",Protect Customer Privacy - BCSS.html,
10212,what are examples of PII or SPI,"Account name
Account passwords
Billing address
Credit card number - SPI
Customer name
Driver's license number - SPI
Email address
FaST passwords
Social Security number (SSN) - SPI",Protect Customer Privacy - BCSS.html,
50351,What is CPNI?,"CPNI stands for Customer Proprietary Network Information. It is the account information Contoso maintains regarding a customer's service such as all call details, rate plans, features, account balances, directory assistance charges, and payment amounts.",Protect Customer Privacy - BCSS.html,
50354,What is the phone number for Experian?,The phone number for Experian is 1-888-EXPERIAN (888.397.3742).,Protect Customer Privacy - BCSS.html,
50271,How can a customer suspend or restore their phone for lost or stolen?,The customer can use the Interactive Voice Response (IVR) to suspend or restore their phone for Lost or Stolen by following the prompts after authenticating. They can also suspend or restore their service for Lost or Stolen at any time using att.com/myatt (for BUS SIG/SB customers) or www.wireless.att.com/business/index.jsp (for Enterprise CRU customers).,Report a Device for Lost Stolen Unrecoverable and Replace Equipment - BCSS.html,
50272,What is the customer advised to do if they do not want to file a Mobile Insurance claim at this time?,The customer is advised to file a claim within 60 days to file the replacement request and check their eligibility for an equipment upgrade.,Report a Device for Lost Stolen Unrecoverable and Replace Equipment - BCSS.html,
50270,What should I do if the customer misplaced their device or is unsure if the device is lost or stolen?,"I recommend suspending your service as lost. If you recover your device, you can reinstate your service and use your device right away.",Report a Device for Lost Stolen Unrecoverable and Replace Equipment - BCSS.html,
10122,Can I reinstate my cancelled service? ,"Any past due balance must be paid in full, minus the ETF. Upon resuming service, the system waives the ETF.
 - Customers who resume service within 59 days have the following fees adjusted:
   * Activation fee
   * Resume/Restoral fee
   * ETF: If the ETF is not credited, manually issue the credit.
» During the credit check, other Contoso accounts may be revealed with outstanding debt.
 - Customers must agree to pay these balances in full before we can resume their wireless service.
» Credit evaluations are valid for 90 days. If there is an existing credit evaluation, use the existing result.
» Customers may keep existing rate plans and promotions:
 - Customers who had an unlimited data plan with their smartphone devices (for example, iPhone, BlackBerry) are able to reinstate and keep their unlimited data plan.",Resume Cancelled Accounts Service - BCSS.html,
50053,What is the Account Verification Process (VID) for Retail Fiber Support?,The Account Verification Process (VID) for Retail Fiber Support is a verification process that Call Center Agents must complete before placing a fiber order in CRM on behalf of a Retail Agent.,Retail Fiber Support Process - BCSS.html,
10324,Who provides support for retail fiber sales?,"Retail Agents will call *AID and choose option 6 for Business Retail Support, then option 3 for Fiber Ordering Support. ",Retail Fiber Support Process - BCSS.html,
50149,How do I add a retired rate plan back to a customer's account?,"Contact Customer Service to re-provision if within 90 days. If greater than 90 days, Customer Service files a Clarify case to add retired SOC.","Retired Contoso Business Unlimited (Plus, Basic) with Private Wi-Fi Plans - BCSS.html",
50148,What are the usage restrictions when a device has 50% usage in Canada and Mexico over two consecutive months?,"As of May 2018, the usage restriction when a device has 50% usage in Canada and Mexico over two consecutive months was lifted and is no longer enforced.","Retired Contoso Business Unlimited (Plus, Basic) with Private Wi-Fi Plans - BCSS.html",
50150,What is the short code for the AutoPay discount on select Unlimited and Mobile Share business plans?,The short code for the AutoPay discount is SDPAPUCH.,"Retired Contoso Business Unlimited (Plus, Basic) with Private Wi-Fi Plans - BCSS.html",
50145,"What plans are no longer available to new or existing customers as of November 20, 2019?","Contoso Business Unlimited Plus and Basic with Private Wi-Fi plan are retired and is no longer available to new or existing customers as of end of business on November 20, 2019.","Retired Contoso Business Unlimited (Plus, Basic) with Private Wi-Fi Plans - BCSS.html",
50362,How much does it cost for 1 line of Contoso Business Unlimited Elite?,It costs $95 without the AP/PB discount and $85 with the AP/PB discount.,"Retired Contoso Business Unlimited Elite, Performance, and Starter Plans - BCSS.html",
50363,What is the access charge for 1 line?,$45 ,"Retired Contoso Business Unlimited Elite, Performance, and Starter Plans - BCSS.html",
50366,What is the monthly charge for Access for HARMAN Spark?,The monthly charge for Access for HARMAN Spark is $25.,"Retired Contoso Business Unlimited Elite, Performance, and Starter Plans - BCSS.html",
50365,What is the monthly charge for Contoso Business Unlimited Elite?,The monthly charge for Contoso Business Unlimited Elite is $100.,"Retired Contoso Business Unlimited Elite, Performance, and Starter Plans - BCSS.html",
40008,What tool can I use to provide accurate estimates?,"Use the Business Rate Plan Calculator - The tool allows you to calculate an estimate using the customer's number of line/devices, factor in optional AP/PB, and will automatically add the multi-phone discount when applicable.","Retired Contoso Business Unlimited Elite, Performance, and Starter Plans - BCSS.html",
40007,Why are CRU customers eligible for the Contoso Business Unlimited Elite/Performance/Starter plan but not the &More Premium/&More plans?,"CRU customers generally do not find the value in entertainment benefits for their business that are built into &More Premium/&More plans. The new plans provide customers with unlimited plans that give them the talk, text, and use of data to handle their business transactions.","Retired Contoso Business Unlimited Elite, Performance, and Starter Plans - BCSS.html",
10232,Can a grandfathered mobile share advantage plan be added back to an account ,"Escalation Path
Provisioning steps to add a retired rate plan back to a customer's account vary by channel. In most situations, changes must be made within 90 days of the previous rate plan change. 
 • Troubleshoot and ask probing questions before requesting a retired plan to be added back to an account.
• Add account notes that justify adding a retired plan to an account.
• Outside of a 90-day request to revert back to a retired rate plan is not valid. 
     o Exceptions when provisioning a retired rate plan is acceptable: 
          An Contoso error. 
          Customers within the BRE period, or who were unable to were unable to activate a free shipping device before the promotion ended.

For next steps to provision an expired rate plan, see Grandfathered or Expired Rate Plans and Feature Requests - BCSS.
",Retired Contoso Mobile Share Advantage Offer Details - BCSS.html,
20116,How to provision a grandfathered mobile share advantage plan ,"Review the Eligibility Window.
•	Submit requests within the indicated window.
•	The window begins on the day the scenario occurred.
Eligibility Window
•	If within the window
o	To locate the grandfathered plans, select Grandfathered within the Rate Plan and Feature flows in OPUS.
•	If not within the window
o	Under Expectations, read Ineligible.
o	Review current rate plans and/or features to determine the best fit for the customer and make updates as needed.
Expectations
Set the appropriate expectations, based on the eligibility result using Determine Eligibility in the Procedures section.
Term	Definition
Ineligible	The request for the grandfathered or expired rate plan or feature does not meet the eligibility requirements.
",Retired Contoso Mobile Share Advantage Offer Details - BCSS.html,
10222,What are the retired mobile share plans?  ,"Mobile Share (Classic) 
Mobile Share Value
Mobile Share Advantage
Mobile Share Flex                                                                                                      ",Retired Mobile Share Plans Price Increase - BCSS.html,
10242,How do i send a return label?,"Customer does not have BRE label that was shipped with the device: 
Send a return label. 
1. Select Pitney Bowes Client Connect.
2. Enter the RMA number associated with the return.
3. Select ""Continue"" Button
4. Enter the customer’s name, address, and email address (for confirmation).
5. Enter email address where customer will receive return label.
6. Optional: select whether the customer wants to receive tracking information via email or text message.
    Reminder: Confirm that the customer consents to receive updates on the status of their return via the email or phone number provided by them during the call.

7. Select ""Create Shipping Label.""
8. You will be presented with options for the customer to (a) print a copy of their label or (b) receive a QR code for USPS to scan.
9. If you select ""Print USPS Standard Shipping Return Label,"" this page appears, and you will have the option to (a) email a copy of the return label to an alternate email or (b) schedule a free USPS pickup. 
o	If you select ""Copy Alternate Email,"" enter the email address the customer would like the label to be delivered to.
If you select ""Schedule Free USPS Pickup,"" this is the screen appears – enter all necessary details and then select ""Schedule Pickup"" at the bottom.
10. If you select the QR code option, the QR code will be emailed to the customer, which they can present to USPS to scan. A summary screen of how to use the Code will display.
Email to customer: Enter their email address. The email is from Contoso Returns and the subject line displays, Your Contoso Return Label is Enclosed. The Service Level Agreement (SLA) is less than 4 hours.

Email to customer: Enter their email address. The email is from Contoso Direct Fulfillment Returns and the subject line displays, Your Contoso Return Label is Enclosed. The Service Level Agreement (SLA) is less than 4 hours.
",Return Label Status - BCSS.html,
50049,What is the Return Reason Code for Physical Damage?,The Return Reason Code for Physical Damage is NPD.,Return Label Status - BCSS.html,
10340,Who supports Business Retails Sales (BRS)?,"Business Sales & Retail Support (BSRS) is the Voice component, and Sales & Service Operations (SSO) is the Chat component.
Contact BRS by dialing *AID from any Contoso Mobility device or using the legacy SSO toll-free number.
Contact SSO chat via the eChat link in Link Center.
Support includes Enterprise Business Solutions (EBS) and Global Business Solutions (GBS) customers.
See Account Verification Process - BCSS  for the VID requirements of supported Business Units.",Sales and Service Operations (SSO) Overview - Voice and eChat.html,
20122,where are last months avisories?,Archived advisors can be found by clicking on previous months.  ,Sales Execution Advisor Hub - BCSS.html,
10244,where are previous sales execution advisors?,Archived advisors can be found by clicking on previous months.  ,Sales Execution Advisor Hub - BCSS.html,
50097,What instructions should I provide to the customer regarding voicemail setup?,"Offer to provide the customer with the iPhone voicemail setup instructions to use after tethering via iTunes. Do not attempt voicemail test calls. Refer to Voicemail (Wireless) Hub. Verify the customer has no additional voicemail questions. For voicemail expectations, refer to Voicemail Security.",Second-Half and Equipment Upgrade Activations - BCSS.html,
50095,What is the line limit for Contoso Signature Program activations?,The line limit for Contoso Signature Program activations is five through the queue. Customers should be referred to an Contoso Retail store to activate more lines.,Second-Half and Equipment Upgrade Activations - BCSS.html,
10214,callers name does not appear in caller list,"Select Other.
Select the appropriate role from the drop-down.
Enter the caller's first and last name in the box to the right.",Select the Appropriate Caller Name & Role in Clarify - BCSS.html,
10256,What does ServiceNow handle?,"ServiceNow is an online central resource for accessing ticketing systems used by Internal Account Teams and BCSS members to:
•	Submit tickets to have new Premier profiles constructed for customers, as well as to request updates, resolve issues with existing Premier profiles, order inquiries, and eBill issues
•	Communicate, prioritize, track, and resolve specific issues that may affect a company site on the Premier platform
•	Enhance our customers' ability to use Premier to fulfill their wireless telecommunication needs in a manner consistent with the contractual terms negotiated by Contoso's Account Teams
•	Serve as a repository for real-time data used for reporting purposes
",ServiceNow (BRC).html,
10240,How to fix a SIM Not Provisioned error message,"SIM Not Provisioned
Service is not provisioned correctly. The error message mm2-SIM Not Provisioned is sometimes displayed on replacement devices or inactive prepaid accounts. 
1.	Verify the ICCID on the SIM matches the billing system. If it does not, update the SIM following current policy and procedures.
2.	Check the account for recent changes to equipment or services and confirm there are no switch errors by Viewing the Network Transaction History. 
•	If there are errors, contact BMTS.
3.	If the error cannot be resolved, advise the customer the SIM needs to be replaced, and offer one of the following options: 
•	Replace the SIM with an unused SIM the customer already has following current policy and procedures.
•	Offer to ship the customer a new SIM to the physical address on the account. 
o	There may be a charge for a replacement SIM. For details, see Contoso Fees - BCSS.
•	Refer the customer to a retail location for assistance.
",SIM Card Troubleshooting - BCSS.html,
20120,What is the charge to replace a SIM card,"Fee Name: Replacement SIM Card Fee (Wireless)
                                                                                                     Description: Charged if customer requests a replacement SIM for their device at Contoso Retail stores and via Customer Service (all Contoso direct channels).

For possible exclusions, see the SIM Knowledge Center - BCSS  Charges.

Amount: $5
",SIM Card Troubleshooting - BCSS.html,
50306,What are the sizes of UICC-G SIM?,"Standard Mini-SIM (2FF), Micro-SIM (3FF), Nano-SIM (4FF).",SIM Card Types and Technology - BCSS.html,
50305,What services are supported by UICC-I and UICC-H SIMs?,UICC-I and UICC-H SIMs support 5G/4G/4G LTE data connectivity and HD Voice.,SIM Card Types and Technology - BCSS.html,
50307,"What type of SIM is used in the iPhone 5, 5c, 5s, 6, 6 Plus, 6s, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, XS, XS Max, and XR?","The iPhone 5, 5c, 5s, 6, 6 Plus, 6s, 6s Plus, 7, 7 Plus, 8, 8 Plus, X, XS, XS Max, and XR require a Nano-SIM.",SIM Card Types and Technology - BCSS.html,
20056,Do I need a new SIM? ,"Valid SIM Activations:
 - New activations and competitive port (porting from another wireless carrier to Contoso).
 - Required to restore or resolve a technical problem.
 - Reconnect more than 60 days after cancellation.
 - Verified via Order Track SIM shipped to customer.",SIM Knowledge Center - BCSS.html,
10112,How do I activate my new SIM? ,"1. Verify the customer is not calling from the device requiring the new SIM.
2. Complete a one-time PIN Validation as outlined in One-Time PIN - BCSS .
3. Confirm the make/model of the device.
4. Verify and restate the Integrated Circuit Card Identifier (ICC-ID) for the new SIM.
5. Ask the customer to insert the new SIM into the device. See Device Support under Link Center for device-specific instructions.
6. Enter the ICCID numbers into OPUS and ensure service is activated.
7. Test the resolution",SIM Knowledge Center - BCSS.html,
50192,What are the situations in which a $5 fee is applied for a SIM replacement?,"A $5 fee is applied for a SIM replacement in the following situations: customer-provided Bring Your Own Device (BYOD) device replacement that requires different SIM (when not activating a new number at time of the change), damaged physical/deleted eSIM by customer, lost by customer, and SIM/PUK blocked by customer.",SIM Knowledge Center - BCSS.html,
50193,What is the Contoso Nano-eSIM?,"The Contoso Nano-eSIM is a 20-digit numeric ICCID used for iPhone XS, XS Max, and XR or newer.",SIM Knowledge Center - BCSS.html,
50191,What is the latest date that Apple SIMs identified by CSNs will be supported?,"As of October 1, 2022, Apple SIMs identified by CSNs are no longer supported and must be replaced with a physical Contoso SIM card for new SIM activations or SIM swaps.",SIM Knowledge Center - BCSS.html,
50128,What is SIM swap fraud?,"SIM swap fraud is the act of replacing a legitimate customerâ€™s SIM with an imposterâ€™s SIM, allowing the imposter to takeover the CTN of the customer. Once the CTN is taken over, the imposter receives the legitimate customerâ€™s phone calls and text messages. This breach allows the imposter to reset other services (like bank or social media accounts) passwords.",SIM Swap Fraud - BCSS.html,
10082,How do I login into SOE?,"Logging In/Out of SOE
1.	Access SOE.
2.	Enter ATTUID and Global Login:
•	Once authenticated, the system brings the user to the Set Status page and automatically places the user in Start of Tour status.
•	The Set Status page displays a list of statuses and a Comment box (if applicable).
•	Availability: Percent of time a rep is in a productive status in SOE compared to their total time in SOE.
•	Occupancy: Percent of time a rep is in a productive status in SOE compared to IEX Productive time.
3.	Select applicable status by clicking the radio button and selecting Change Status:
•	Do not select End of Tour (log out) status unless you are finished working in the tool for the day.",SOE WAT (Sales Order Entry Workflow Automation Tool).html,
50213,What should I do to ensure I'm working from home securely?,"Ensure you have VPN set up to work at home securely. Reach out to your local IT for VPN access instructions. Work in a private closed-off space. Be mindful of background noise and protect your computer, passwords, tokens, and so on from theft or unauthorized access. Lock your computer when stepping away and log off if you will be away longer than 5 minutes. Adhere to all management instructions on how to handle customer requests.",SPI Call Handling Guidelines-Working from Home - BCSS (Internal Only).html,
50322,Should the customer's Account Name be provided and confirmed?,"Yes, the customer's Account Name should be provided and confirmed.",SPI PII - BCSS.html,
50321,What is Personal Identifiable Information (PII)?,"PII is any information that identifies the customer, or can be linked to the customer. Customer PII, if compromised, could lead to identity theft.",SPI PII - BCSS.html,
10318,How do I find the nearest retail store per customer location?,"Access the Store Locator - Internal. Search for a store location using various criteria, such as:
Agent code
Dealer code
Phone number
Region, Market, Submarket, City, State, ZIP code
Services
Store type
Do not provide the Sales Channel details to the customer.
In the Search Type drop-down box, select Locate Store Search.
Enter the customer's ZIP Code in the ZIP Code field.
Select Services or Sales Channel as appropriate to the customer's needs. Both fields cannot be used together. 
Select the Search Radius.
Click Search. Results display in order of their distance from the address/ZIP code entered. Revise the search criteria if a location does not appear in the results returned.
When results query populates, click the Store Name to view additional store details. To view payment types accepted, refer to the Services section.
Note all details of the store referral location on the customer's account, including:
The service the customer needed.
The store location.
Example: Customer called for upgrade in 95340 ZIP code. Referred to store ID 5746 in Merced, CA.",Store Locator - BCSS.html,
50158,What are the two versions of the Store Locator Tool?,"The two versions of the Store Locator Tool are the External version, which is accessible to the customer via www.att.com/storelocator, and the Internal version, which is accessible to Contoso employees and partners at Store Locator - Internal.",Store Locator - BCSS.html,
10200,how do i report an opus outage? (Internal) ,"Determine if the error affecting your transaction is a known issue. Review: Knowledge Urgent Messages
MS Teams BCSS Support Outage Alerts
Call center leadership communications
Representatives create a trouble ticket using the Pink Triangle in OPUS. If unable to create a trouble ticket in OPUS, create a trouble ticket or chat with ITO Service Desk. For faster escalation, call them at 877.448.6767.",System Issues and Outages - BCSS.html,
50408,What are some suggested verbiage to use during system releases and downtime?,"During system releases and downtime, use suggested verbiage related to the Contoso Promise. Suggestions include using a warm welcome, listening carefully to understand what options or advice can be offered, personalizing solutions, gaining agreement, and thoroughly educating the customer.",System Issues and Outages - BCSS.html,
50340,What are the benefits of using digital options (e.g. Premier & Online Services) for customer requests?,"Digital options offer convenience and ease of use for customers. They can save time and effort by enabling customers to access services online, reducing the need for manual processes and contact with customer service representatives. Additionally, digital options can provide customers with access to more information and resources, allowing them to make more informed decisions about their requests.",The Promise (Core - External) - BCSS.html,
10392,What is the Transactional Survey program?,The Transactional Survey (TTS) surveys give customers an opportunity to tell us how satisfied they are with the service we provided and ways we can improve.  ,The Transactional Survey (TTS) Program.html,
50231,How long do customers have to cancel their smartphone purchase to qualify for price protection?,Customers have up to 30 days to cancel their smartphone purchase.,Tiered Offer - New Lines & Upgrades - BCSS.html,
50227,What is the last day in offer for the Samsung S21 FE 256GB at $10/mo.?,The last day in offer is 2.16.23.,Tiered Offer - New Lines & Upgrades - BCSS.html,
50226,When will the Google Pixel Fold 256GB and 512GB be available for preorder?,The Google Pixel Fold 256GB and 512GB will be available for preorder on 6.20.23.,Tiered Offer - New Lines & Upgrades - BCSS.html,
50371,How long do customers have to accept the T&Cs for a manual ToBR process?,Customers have three days to accept the T&Cs for a manual ToBR process.,Transfer of Billing Responsibility (ToBR) - Contoso Business Sales.html,
10252,how to track usage on the go,"Use the myContoso Business App.
Note: End users on pooled plans are unable to view usage.
•	*3282# (*DATA#) for English
•	*3286# (*DATO#) for Spanish
",Troubleshooting Data Usage Billing Inquiry - BCSS.html,
50398,What are the self-service options available to customers?,"Customers can use the Contoso Data Calculator, Contoso International Data Calculator, CRU/Small Business (with FAN) - Contoso Business Care Central, CRU/Small Business (with FAN) - Premier, the myContoso Business App, *3282# (*DATA#) for English and *3286# (*DATO#) for Spanish, and CRU/Small Business (with FAN) - Premier and Small Business (No FAN) and Business Contoso Signature Program - att.com to access their billing details.",Troubleshooting Data Usage Billing Inquiry - BCSS.html,
50400,What should you do if the customer is due a credit or demands a credit?,"If your department does not issue adjustments for rerates, transfer to End User Customer Service. If your department does issue adjustments for rerates, refer to your departments adjustment policy.",Troubleshooting Data Usage Billing Inquiry - BCSS.html,
50170,What areas do not observe Daylight Savings Time?,"Hawaii, American Samoa, Guam, Puerto Rico, Virgin Islands, and the Commonwealth of Northern Mariana Islands, with the exception of some Indian reservations in Arizona.",United States and International Time Zones.html,
40001,"Are existing Business Unlimited Starter, Performance, and Elite customers being migrated to an Unlimited Your Way group?","No. There is no need nor advantage to migrate all customers on the original Business Unlimited Elite, Performance or Starter plans to an Unlimited Your Way version of the plans since the pricing for a non Unlimited Your Way group is the same as the original Starter, Performance, and Elite groups. Customers are free to migrate themselves over if they wish to take advantage of a group with mixed plans.",Unlimited Your Way for Business - BCSS.html,
40006,Can a customer keep some lines on the legacy Unlimited plans and build others using the Unlimited Your Way construct?,"Yes, but they can’t be in the same plan group. A customer can maintain a mixed environment in which they have some legacy plan groups and some Unlimited Your Way plan groups, though myATT will not support creating new legacy plan groups once Unlimited Your Way for Business is launched. The customer will only be able to create new legacy plan groups in other sales channels.",Unlimited Your Way for Business - BCSS.html,
40119,Can customers go back to the old plan and/or bill format?,No. There is no benefit doing so. Speak to the benefits in the What's New section.,Unlimited Your Way for Business - BCSS.html,
30000,"Do any business wireless plans include a feature that addresses network congestion?
","Contoso Business Fast Track is available with our Unlimited Your Way EliteSM plan. Business Fast Track assigns a higher priority to your eligible business data, benefitting you in times of network congestion.",Unlimited Your Way for Business - BCSS.html,
20000,Do any plans offer hotspot data?,"Unlimited Your WaySM plans include hotspot tethering data with a max of 100 GB, 40 GB, or 5 GB, depending on the plan you choose.",Unlimited Your Way for Business - BCSS.html,
40004,How does OPUS determine line distribution for bulk activations?,"OPUS systematically distributes the lines to obtain the best line pricing. If there is overflow of the lines within a group, the additional lines will display in a new separate group.",Unlimited Your Way for Business - BCSS.html,
40005,"If the customer is ordering 15 new lines, how can I best put 5 lines on Elite, 5 lines on Performance, and 5 lines on Starter?  ","Select the Mix and Match Group, then each tiered plan (Starter, Performance, Elite) in OPUS will systematically distribute the lines within the group(s).",Unlimited Your Way for Business - BCSS.html,
50074,What features are available with Contoso Mobile Security Standard?,Contoso Mobile Security Standard includes Contoso Mobile Security Basic and Contoso Call Protect Basic.,Unlimited Your Way for Business - BCSS.html,
40002,What happens to the non-phone line pricing when all phone lines leave a group? ,"When a group has no phone line, the first non-phone device is billed at the basic phone single line price of $75. All other non-phone devices are billed at the regular $10, $20, or $25 monthly price, depending on the non-phone device. Beginning October 19, 2021 an OPUS pop-up message will remind you of this.",Unlimited Your Way for Business - BCSS.html,
